AdID (Advertisements),Display_Date,Display_Time,internal
760711182,2009-3-10, 03:46:59,0
958419967,2009-7-7, 16:49:10,0
531218893,2009-7-9, 17:49:21,0
760711182,2009-8-12, 04:00:58,1
760711182,2009-8-14, 00:44:15,1
531218893,2009-8-20, 23:11:32,0
799000801,2009-8-27, 21:35:09,0
534561367,2009-9-11, 05:11:04,1
760711182,2009-9-22, 04:18:55,1
760711182,2009-10-28, 03:45:10,0
534561367,2009-11-3, 04:20:26,1
760711182,2010-1-6, 03:41:34,1
531218893,2010-2-24, 08:05:31,1
958419967,2010-3-24, 17:46:55,1
534561367,2010-4-9, 15:44:33,0
760711182,2010-5-23, 12:04:50,0
213744425,2010-6-2, 23:52:24,1
213744425,2010-6-3, 19:08:28,0
213744425,2010-6-17, 17:11:21,1
958419967,2010-7-2, 21:42:17,0
958419967,2010-7-25, 22:43:29,1
531218893,2010-8-13, 20:43:37,0
213744425,2010-8-18, 02:20:52,1
760711182,2010-10-7, 14:38:07,1
958419967,2010-11-5, 18:29:12,1
760711182,2010-11-6, 21:47:37,1
213744425,2011-1-24, 19:07:05,0
531218893,2011-2-17, 08:45:38,0
534561367,2011-4-27, 21:30:02,1
213744425,2011-5-8, 10:11:16,1
531218893,2011-5-11, 04:06:00,1
534561367,2011-5-24, 08:13:30,1
531218893,2011-5-30, 19:54:06,0
531218893,2011-5-31, 14:20:51,0
799000801,2011-7-7, 04:40:51,1
213744425,2011-7-9, 06:10:57,1
531218893,2011-7-9, 23:29:02,1
534561367,2011-7-19, 03:10:58,1
531218893,2011-8-5, 08:49:35,0
958419967,2011-9-11, 05:00:40,1
958419967,2011-10-4, 03:20:35,1
760711182,2011-11-27, 07:36:23,0
531218893,2011-12-23, 17:23:42,0
760711182,2012-1-21, 22:34:02,1
958419967,2012-2-3, 06:31:05,1
534561367,2012-2-23, 03:24:27,1
534561367,2012-4-12, 15:05:31,0
760711182,2012-4-15, 08:29:26,0
958419967,2012-6-13, 15:16:39,0
958419967,2012-7-28, 02:01:48,1
213744425,2012-9-17, 10:35:21,1
534561367,2012-9-18, 20:39:01,1
188856256,2007-8-2, 22:25:38,1
559313996,2007-9-6, 21:57:18,1
904392445,2007-11-30, 04:17:26,0
904392445,2007-12-8, 13:52:02,1
559313996,2007-12-22, 14:39:02,0
904392445,2008-2-20, 21:06:53,1
188856256,2008-2-24, 13:25:17,0
904392445,2008-5-22, 22:43:04,0
941404633,2008-6-11, 11:09:39,1
188856256,2008-12-5, 14:23:14,0
941404633,2008-12-19, 18:02:06,1
188856256,2009-3-20, 11:10:45,0
941404633,2009-4-24, 10:00:06,1
904392445,2009-5-6, 20:13:16,1
559313996,2009-5-15, 09:13:05,0
559313996,2010-10-8, 21:05:15,0
559313996,2011-2-22, 03:03:09,0
559313996,2011-4-4, 06:24:42,0
904392445,2011-7-24, 05:26:25,1
188856256,2011-8-4, 14:11:24,0
559313996,2011-8-15, 20:19:18,1
941404633,2011-11-23, 11:30:01,0
559313996,2012-1-5, 08:41:25,0
188856256,2012-2-18, 12:37:05,1
81345445,2008-1-25, 06:27:49,0
81345445,2008-2-29, 19:20:58,0
346248436,2008-5-6, 13:51:28,0
346248436,2008-11-26, 05:36:10,0
10758917,2008-12-13, 02:24:29,0
346248436,2009-3-5, 05:53:12,1
346248436,2009-4-18, 13:26:37,0
346248436,2009-6-9, 20:44:25,1
10758917,2009-6-13, 07:24:12,1
10758917,2009-6-15, 01:06:58,0
81345445,2009-7-19, 01:04:36,0
81345445,2009-7-21, 16:17:33,0
346248436,2009-10-7, 02:48:24,1
142871680,2010-6-19, 00:08:25,0
10758917,2010-8-16, 10:39:47,0
10758917,2010-11-22, 21:06:32,1
346248436,2011-1-6, 16:47:58,0
10758917,2011-5-1, 12:26:22,0
81345445,2011-6-15, 01:53:36,0
142871680,2011-11-1, 13:19:57,0
10758917,2011-11-27, 18:08:54,1
346248436,2012-4-18, 21:24:59,1
10758917,2012-6-4, 22:22:19,0
10758917,2012-9-9, 01:29:55,0
599541550,2007-7-21, 12:20:38,1
363743428,2007-8-5, 16:29:15,0
363743428,2007-10-2, 08:25:22,1
363743428,2007-10-24, 11:32:45,1
599541550,2007-11-25, 16:04:43,1
363743428,2007-12-10, 22:02:34,0
363743428,2008-4-1, 03:31:09,0
907199366,2008-6-3, 11:50:01,0
599541550,2008-6-15, 17:52:50,0
545851085,2008-6-16, 06:12:11,1
363743428,2008-9-10, 22:03:27,1
907199366,2008-11-30, 10:06:11,1
907199366,2009-1-2, 16:46:17,0
599541550,2009-2-11, 04:05:38,1
599541550,2009-2-13, 18:23:31,0
363743428,2009-3-10, 04:13:59,1
363743428,2009-4-5, 00:48:28,1
363743428,2009-5-9, 00:31:38,0
545851085,2009-6-3, 08:24:11,1
599541550,2009-6-4, 11:25:47,1
363743428,2009-12-30, 19:30:47,1
599541550,2010-5-23, 18:23:48,0
545851085,2010-5-29, 18:31:10,0
545851085,2010-6-21, 21:41:15,1
907199366,2010-9-12, 06:16:46,0
363743428,2010-11-2, 01:20:00,0
545851085,2011-3-9, 18:10:48,1
545851085,2011-6-17, 04:54:21,0
545851085,2011-12-11, 14:25:35,1
599541550,2011-12-15, 02:39:49,1
363743428,2011-12-27, 19:12:28,1
363743428,2012-4-19, 21:39:54,1
545851085,2012-4-29, 16:02:04,0
599541550,2012-5-1, 21:52:38,0
363743428,2012-8-3, 02:09:14,1
58948366,2007-7-9, 21:58:51,0
95694612,2007-10-2, 14:57:02,0
58948366,2007-11-17, 08:05:23,0
372125285,2008-1-9, 15:41:31,1
58948366,2008-5-15, 06:49:07,1
372125285,2008-6-27, 14:38:22,1
95694612,2008-8-9, 21:18:50,0
460172409,2008-11-25, 17:14:59,1
95694612,2009-3-13, 10:22:31,0
58948366,2009-4-10, 16:32:40,1
58948366,2010-1-7, 04:28:29,0
460172409,2010-2-24, 01:15:27,0
460172409,2010-4-27, 03:12:59,0
372125285,2010-7-13, 20:59:20,1
372125285,2010-7-21, 07:47:08,0
372125285,2010-7-26, 02:59:47,0
58948366,2011-1-20, 07:17:35,1
460172409,2011-3-1, 06:20:53,0
95694612,2011-4-12, 08:58:04,0
58948366,2011-4-29, 16:23:10,1
372125285,2011-6-12, 15:10:05,1
58948366,2011-10-31, 07:27:43,1
372125285,2011-11-9, 17:11:32,1
58948366,2011-12-13, 02:43:16,0
460172409,2012-6-18, 02:52:52,0
760173167,2007-7-31, 01:30:31,1
225983496,2007-8-23, 10:49:42,1
22960951,2007-9-5, 07:39:09,0
22960951,2007-12-11, 17:40:50,0
22960951,2008-5-25, 19:52:18,0
225983496,2008-7-19, 01:26:12,0
22960951,2009-1-3, 09:13:42,1
22960951,2009-1-29, 20:03:51,0
759341656,2009-2-5, 00:30:41,0
760173167,2009-2-19, 04:31:21,0
760173167,2009-7-27, 14:27:47,0
22960951,2009-8-12, 07:12:45,1
759341656,2009-9-16, 23:07:37,1
760173167,2010-1-16, 12:45:17,1
225983496,2010-1-16, 17:22:24,0
225983496,2010-8-3, 23:37:09,0
760173167,2010-8-30, 12:43:27,1
225983496,2010-11-10, 13:52:45,1
759341656,2010-12-13, 13:42:23,1
22960951,2010-12-23, 03:36:22,0
22960951,2011-3-10, 08:10:38,1
22960951,2011-3-26, 19:43:58,0
759341656,2011-5-9, 23:48:00,0
225983496,2011-5-23, 04:09:49,0
225983496,2011-9-9, 05:10:58,0
225983496,2012-2-8, 08:44:18,1
759341656,2012-3-9, 09:11:50,1
95766281,2007-9-18, 22:26:50,1
95766281,2007-10-12, 00:19:27,1
645254494,2007-11-7, 13:39:13,1
645254494,2008-3-11, 10:14:21,0
645254494,2008-9-22, 05:08:10,1
650209135,2008-11-22, 23:31:08,1
650209135,2008-12-22, 08:01:50,1
825292028,2009-6-13, 11:17:49,0
825292028,2009-7-28, 21:30:32,0
825292028,2009-8-25, 21:09:18,0
645254494,2009-8-25, 06:35:26,0
95766281,2009-10-28, 07:03:02,0
95766281,2009-11-19, 11:03:04,0
645254494,2009-11-26, 16:51:26,1
645254494,2010-8-5, 17:24:05,0
825292028,2011-7-18, 01:16:24,0
825292028,2011-7-24, 05:54:42,1
825292028,2011-9-19, 06:05:11,0
825292028,2011-10-18, 14:01:01,0
825292028,2011-10-30, 02:49:17,0
825292028,2012-2-5, 05:02:20,0
825292028,2012-2-5, 10:36:18,0
95766281,2012-2-6, 21:00:33,0
95766281,2012-2-27, 15:31:40,1
645254494,2012-4-21, 23:16:03,1
650209135,2012-5-18, 03:42:51,1
650209135,2012-5-30, 10:58:34,1
645254494,2012-6-5, 23:18:40,1
224787978,2007-7-9, 03:00:11,1
272189555,2008-7-3, 11:08:43,0
224787978,2008-10-31, 20:33:38,0
10300293,2008-11-23, 09:00:06,1
272189555,2008-12-29, 17:14:00,0
224787978,2009-4-30, 09:41:54,1
10300293,2009-6-13, 06:12:10,0
224787978,2009-6-29, 23:16:29,1
272189555,2009-9-19, 09:06:05,1
20074037,2009-11-3, 16:37:08,1
272189555,2010-1-31, 09:26:16,1
272189555,2010-12-23, 12:57:00,0
20074037,2011-4-26, 11:55:04,1
20074037,2011-6-6, 13:29:20,1
272189555,2011-6-15, 18:55:46,0
20074037,2011-8-18, 12:52:02,1
20074037,2011-10-24, 17:00:12,0
272189555,2011-11-18, 08:11:12,0
224787978,2012-1-8, 10:58:39,1
272189555,2012-1-17, 15:59:11,0
272189555,2012-2-23, 03:26:46,0
10300293,2012-2-27, 23:18:34,0
10300293,2012-3-31, 07:20:36,0
224787978,2012-6-29, 02:01:05,0
20074037,2012-7-16, 14:27:01,0
198692112,2007-8-4, 05:39:22,1
296181393,2007-9-6, 09:10:35,1
198692112,2007-11-11, 22:02:35,0
227746218,2008-2-11, 03:12:01,1
227746218,2008-2-23, 16:32:37,1
227746218,2008-3-15, 17:05:52,1
227746218,2008-5-30, 01:10:33,1
198692112,2008-6-20, 13:50:42,1
198692112,2008-6-30, 07:27:49,0
296181393,2008-8-28, 11:00:12,1
296181393,2008-9-7, 20:04:40,0
296181393,2008-11-23, 08:12:24,0
969106853,2009-2-7, 01:51:11,1
227746218,2009-2-13, 04:55:02,0
198692112,2009-5-28, 21:53:51,1
198692112,2009-12-10, 17:03:46,1
227746218,2010-3-10, 02:47:12,0
198692112,2010-8-18, 16:30:40,0
198692112,2011-1-27, 07:59:11,0
227746218,2011-2-17, 04:20:24,0
198692112,2011-4-30, 00:08:33,1
296181393,2011-5-6, 17:18:19,1
969106853,2011-5-16, 00:01:00,0
227746218,2011-7-15, 04:14:45,1
198692112,2011-7-26, 08:52:13,0
296181393,2011-11-7, 20:00:13,0
969106853,2011-11-9, 03:20:59,1
198692112,2012-6-11, 03:59:19,1
108770037,2007-8-17, 13:45:24,1
256982210,2007-10-18, 18:18:24,0
591071788,2007-12-29, 21:06:03,0
256982210,2008-1-9, 18:05:47,1
427650848,2008-2-12, 22:07:03,0
108770037,2008-3-30, 18:49:49,1
256982210,2008-7-16, 12:21:48,1
256982210,2008-7-29, 00:45:23,1
256982210,2008-11-2, 20:21:54,1
591071788,2008-12-19, 03:43:46,0
256982210,2009-5-4, 09:04:07,0
256982210,2009-5-12, 01:06:52,1
256982210,2009-6-2, 22:48:42,0
108770037,2009-6-24, 17:50:58,1
591071788,2009-7-27, 05:29:26,1
427650848,2009-9-1, 13:58:13,1
256982210,2009-11-26, 05:54:16,1
427650848,2010-1-12, 16:42:14,1
591071788,2010-2-28, 04:45:42,1
427650848,2010-5-13, 19:45:00,0
256982210,2010-7-19, 09:44:13,1
591071788,2010-7-21, 14:09:42,0
108770037,2010-8-6, 20:13:27,0
256982210,2010-10-15, 11:41:29,0
108770037,2010-11-16, 19:27:27,1
572833326,2011-1-21, 23:39:33,0
591071788,2011-2-2, 08:48:30,0
108770037,2011-4-23, 01:11:35,1
256982210,2011-7-26, 15:15:41,0
427650848,2011-7-28, 09:13:52,1
591071788,2011-8-2, 13:35:06,0
108770037,2011-8-4, 10:01:40,1
427650848,2011-8-24, 15:50:12,0
256982210,2011-10-16, 21:19:29,0
591071788,2011-12-12, 19:14:42,1
256982210,2012-2-20, 04:20:28,0
108770037,2012-2-22, 20:39:00,0
108770037,2012-4-4, 12:40:31,1
256982210,2012-5-17, 17:18:44,0
591071788,2012-7-8, 07:32:00,1
108770037,2012-8-17, 14:50:05,0
572833326,2012-9-30, 10:37:46,1
944760778,2007-7-1, 05:17:01,1
944760778,2007-8-27, 03:08:32,1
410062486,2007-8-31, 17:17:58,0
410062486,2007-11-27, 13:55:12,1
410062486,2008-1-13, 09:30:57,0
443848750,2008-2-4, 10:35:43,0
443848750,2008-6-10, 22:15:41,1
275661793,2008-6-12, 06:04:20,0
443848750,2008-7-20, 06:46:19,0
410062486,2008-7-29, 10:25:01,1
410062486,2008-11-13, 11:34:03,0
275661793,2009-1-21, 01:45:40,0
443848750,2009-6-22, 10:28:24,0
410062486,2009-7-5, 09:40:51,1
410062486,2009-7-14, 13:10:36,1
275661793,2009-9-5, 22:15:57,0
944760778,2009-11-20, 00:18:47,0
410062486,2010-3-3, 06:51:38,1
275661793,2010-3-13, 01:29:10,1
944760778,2010-4-14, 11:50:10,0
944760778,2010-8-28, 10:32:22,0
410062486,2010-9-17, 19:47:31,1
443848750,2010-9-24, 11:42:25,1
410062486,2010-10-19, 18:56:01,1
410062486,2010-10-28, 18:31:43,0
410062486,2011-2-6, 10:00:56,0
275661793,2011-6-2, 02:09:56,1
410062486,2011-7-4, 11:00:16,0
275661793,2011-11-27, 20:57:29,0
944760778,2012-3-13, 19:58:58,0
275661793,2012-9-28, 01:35:02,1
388167560,2007-8-21, 06:23:00,0
980844757,2007-9-6, 23:33:07,0
364754406,2008-4-15, 20:15:24,1
579187689,2008-5-23, 11:50:18,0
579187689,2008-11-6, 11:48:18,0
439503049,2008-11-18, 11:24:56,1
579187689,2008-12-3, 05:47:15,1
579187689,2009-1-9, 07:07:17,1
980844757,2009-1-13, 20:19:39,1
439503049,2009-1-22, 18:58:23,1
980844757,2009-3-8, 05:35:48,0
388167560,2009-3-20, 15:31:05,1
364754406,2009-4-1, 21:39:36,1
439503049,2009-4-5, 12:41:21,1
439503049,2009-4-6, 06:25:49,0
388167560,2009-4-11, 11:50:13,0
439503049,2009-5-18, 22:32:31,1
579187689,2009-7-18, 13:10:05,1
388167560,2009-8-19, 11:27:19,1
439503049,2009-8-19, 07:43:35,0
388167560,2009-9-10, 23:46:21,0
439503049,2009-10-30, 06:24:35,1
388167560,2009-12-23, 17:55:55,0
579187689,2010-1-11, 10:35:16,1
364754406,2010-1-29, 03:37:52,1
364754406,2010-3-13, 01:52:55,1
439503049,2010-3-19, 16:32:20,0
439503049,2010-3-27, 01:02:07,1
388167560,2010-4-16, 01:58:28,1
364754406,2010-4-25, 11:56:42,0
439503049,2010-4-27, 16:50:59,1
388167560,2010-7-20, 22:12:18,1
980844757,2010-8-27, 01:57:10,0
980844757,2010-11-5, 06:24:18,1
439503049,2010-12-18, 22:04:31,1
388167560,2011-5-27, 17:38:05,0
388167560,2011-9-11, 06:49:20,0
388167560,2012-1-20, 02:46:15,1
388167560,2012-6-4, 17:27:08,1
439503049,2012-7-8, 00:09:25,1
439503049,2012-8-4, 18:52:41,1
340779530,2007-7-4, 17:13:07,1
507313935,2007-7-13, 08:54:29,0
340779530,2007-11-1, 03:45:10,1
340779530,2007-11-25, 01:15:46,0
507313935,2007-11-28, 15:44:56,1
512180272,2008-1-25, 12:33:33,1
817626642,2008-4-25, 21:37:18,1
817626642,2008-5-2, 17:10:15,1
340779530,2008-5-29, 09:56:29,0
507313935,2008-7-8, 06:10:48,0
340779530,2008-10-31, 03:44:56,1
340779530,2008-11-11, 08:19:53,1
507313935,2008-11-14, 07:07:07,1
340779530,2008-11-24, 09:36:38,1
69713477,2008-12-25, 19:21:36,1
817626642,2009-1-27, 22:49:38,1
817626642,2009-2-3, 12:25:43,1
817626642,2009-5-4, 10:08:58,0
507313935,2009-5-27, 12:31:38,0
507313935,2009-9-2, 01:34:10,1
340779530,2009-10-16, 18:09:58,0
817626642,2009-11-29, 01:37:40,0
817626642,2010-3-20, 14:59:29,0
512180272,2010-4-16, 14:53:34,1
817626642,2010-6-26, 09:44:11,0
507313935,2010-7-15, 22:09:56,1
340779530,2010-10-10, 12:33:15,0
69713477,2010-11-3, 00:21:56,0
507313935,2010-11-23, 23:59:22,0
340779530,2010-12-6, 02:44:37,1
340779530,2011-1-6, 05:42:33,0
817626642,2011-1-8, 19:15:53,1
507313935,2011-1-29, 02:44:20,0
507313935,2011-2-25, 22:04:44,1
340779530,2011-3-6, 02:18:46,0
512180272,2011-3-22, 09:37:39,1
69713477,2011-3-31, 05:14:20,1
507313935,2011-4-5, 01:09:24,0
512180272,2011-4-16, 07:31:21,1
69713477,2011-6-6, 04:19:41,0
817626642,2011-6-17, 16:32:09,0
507313935,2011-8-28, 12:05:48,1
340779530,2011-12-25, 08:04:58,1
507313935,2012-1-11, 07:44:48,0
512180272,2012-2-9, 22:28:31,0
512180272,2012-3-14, 05:47:02,0
507313935,2012-4-25, 08:25:16,1
507313935,2012-7-15, 07:31:13,1
817626642,2012-8-11, 22:24:01,0
507313935,2012-9-19, 22:51:26,1
69713477,2012-9-26, 01:39:23,1
825065583,2007-8-19, 03:04:33,1
825065583,2008-1-9, 16:31:26,0
526342322,2008-1-15, 03:14:06,0
825065583,2008-1-24, 11:16:09,0
526342322,2008-6-5, 23:13:55,1
825065583,2008-9-17, 22:50:31,0
526342322,2009-2-4, 06:15:17,0
526342322,2009-2-21, 05:43:50,1
526342322,2009-11-13, 09:36:42,1
526342322,2010-6-13, 09:55:00,0
825065583,2010-8-16, 09:23:54,0
791011812,2012-3-19, 13:55:49,1
55384168,2010-3-27, 04:12:12,1
253835015,2011-1-27, 22:59:56,0
55384168,2011-3-17, 00:51:52,0
55384168,2012-4-5, 05:05:06,1
55384168,2012-8-5, 05:55:51,1
752014362,2008-4-13, 18:49:28,0
752014362,2008-4-25, 19:52:19,0
788572534,2009-3-27, 19:38:53,0
752014362,2011-5-31, 11:47:21,1
752014362,2011-7-18, 07:56:47,1
788572534,2011-8-18, 12:06:44,1
752014362,2011-10-27, 11:22:59,1
752014362,2012-2-7, 21:07:19,1
942889030,2007-10-10, 00:40:08,0
648099808,2007-10-20, 01:54:37,1
937624950,2008-4-23, 05:45:40,1
937624950,2008-5-14, 05:19:55,1
937624950,2009-5-21, 20:31:50,1
937624950,2009-7-23, 06:41:46,0
648099808,2009-9-8, 10:12:58,0
937624950,2010-8-31, 06:47:41,0
937624950,2010-10-29, 10:44:17,0
648099808,2010-12-2, 21:31:18,0
942889030,2011-11-24, 21:24:05,0
648099808,2012-3-5, 08:09:11,0
648099808,2012-8-31, 00:20:15,0
376101238,2007-12-13, 09:20:38,0
661209384,2008-1-1, 11:30:52,1
661209384,2008-4-14, 02:15:35,1
376101238,2008-4-29, 02:33:25,1
376101238,2008-8-1, 12:08:09,0
376101238,2008-8-23, 22:25:09,1
863443046,2009-3-7, 03:57:18,1
863443046,2009-3-20, 17:08:19,0
863443046,2009-9-23, 00:18:28,1
376101238,2010-1-19, 13:42:58,1
863443046,2010-9-2, 16:57:56,0
661209384,2010-12-1, 08:13:56,1
376101238,2011-1-5, 08:09:04,0
376101238,2012-1-18, 12:19:28,0
376101238,2012-1-21, 18:20:13,1
376101238,2012-2-29, 13:49:09,1
376101238,2012-9-8, 09:06:25,1
794318409,2007-7-21, 09:15:32,1
794318409,2007-10-22, 00:18:39,1
794318409,2007-10-28, 22:43:10,0
927929508,2008-3-17, 20:48:03,0
927929508,2008-7-14, 11:33:01,1
927929508,2008-10-11, 10:53:26,0
927929508,2008-11-6, 04:56:43,0
927929508,2009-4-22, 20:13:18,0
913098393,2010-1-5, 11:51:28,0
927929508,2010-1-6, 11:34:45,0
913098393,2010-2-5, 14:04:12,0
927929508,2010-7-23, 20:53:26,1
913098393,2010-8-14, 22:23:36,1
927929508,2011-2-3, 11:32:15,0
794318409,2011-2-24, 21:15:05,1
913098393,2011-8-19, 19:41:04,1
794318409,2012-4-25, 23:09:54,1
927929508,2012-5-2, 13:39:29,0
913098393,2012-6-30, 12:29:12,0
207981565,2007-9-17, 16:10:37,0
207981565,2008-3-14, 16:49:18,0
207981565,2009-6-29, 11:14:06,1
135703538,2009-10-6, 05:04:56,0
207981565,2009-11-28, 15:12:54,0
207981565,2010-3-2, 19:15:25,0
135703538,2010-6-11, 13:38:11,1
207981565,2010-10-19, 01:40:53,0
433947680,2010-11-16, 03:30:38,1
433947680,2010-12-4, 14:32:27,0
207981565,2011-9-26, 02:04:41,0
433947680,2012-3-14, 22:24:36,1
433947680,2012-7-25, 09:16:37,1
868602503,2008-2-27, 22:06:53,1
868602503,2008-3-16, 18:45:57,0
736220732,2008-10-22, 06:39:33,1
736220732,2008-11-10, 07:40:57,1
736220732,2009-2-26, 16:39:30,1
736220732,2009-4-8, 17:36:52,1
868602503,2009-7-12, 19:45:49,1
868602503,2009-8-9, 10:04:27,1
736220732,2009-12-9, 16:02:40,1
868602503,2010-5-10, 19:38:35,0
736220732,2010-5-29, 08:41:21,0
868602503,2010-7-4, 17:59:42,1
736220732,2010-11-6, 00:13:22,1
868602503,2011-1-27, 05:47:14,0
736220732,2011-4-23, 05:45:16,0
868602503,2011-6-27, 00:08:18,0
861601074,2011-8-23, 21:40:30,0
736220732,2012-1-21, 01:41:43,0
587772229,2007-10-8, 07:51:35,0
587772229,2008-9-17, 20:07:22,1
377127646,2008-12-26, 10:22:54,1
115339173,2009-1-19, 00:57:14,1
587772229,2009-9-13, 03:39:10,0
377127646,2009-9-28, 00:24:40,0
377127646,2009-12-14, 22:12:05,1
377127646,2010-1-30, 16:04:41,1
587772229,2010-3-12, 03:20:54,1
377127646,2011-1-15, 07:24:07,0
377127646,2011-1-18, 10:38:05,1
587772229,2011-7-14, 06:40:20,0
115339173,2012-1-20, 09:26:30,1
377127646,2012-5-6, 17:35:54,0
635215269,2007-7-19, 03:02:48,1
975477771,2007-7-24, 14:57:21,0
975477771,2007-11-7, 11:51:32,1
533909528,2007-11-24, 19:06:15,0
635215269,2008-11-4, 02:11:14,0
635215269,2009-2-6, 21:12:58,0
635215269,2009-3-3, 20:20:58,1
975477771,2009-4-19, 04:25:31,1
975477771,2009-10-13, 06:38:30,1
533909528,2009-12-28, 05:05:40,1
635215269,2010-10-28, 12:03:46,0
975477771,2011-3-9, 13:49:57,1
975477771,2011-4-16, 08:47:42,0
635215269,2011-5-4, 10:35:30,0
635215269,2011-10-2, 20:48:34,1
975477771,2011-11-7, 21:32:48,0
635215269,2011-11-13, 00:38:14,1
533909528,2011-12-22, 18:43:29,1
635215269,2012-4-21, 16:36:56,1
533909528,2012-4-27, 19:19:43,0
635215269,2012-5-19, 18:27:35,0
533909528,2012-8-3, 12:08:18,1
741386846,2007-8-21, 10:03:10,0
228842167,2007-9-30, 17:33:48,0
228842167,2007-12-8, 13:35:11,1
500196182,2008-1-28, 02:40:39,0
741386846,2008-4-17, 16:11:48,1
228842167,2008-4-24, 05:18:08,1
500196182,2008-7-29, 03:03:02,1
741386846,2009-4-5, 20:46:59,0
741386846,2009-8-17, 08:40:02,1
500196182,2009-8-21, 12:04:14,0
741386846,2009-9-19, 17:38:08,1
741386846,2009-11-2, 14:21:35,1
500196182,2009-12-10, 14:08:40,0
500196182,2010-1-1, 00:09:32,0
228842167,2010-2-28, 11:50:38,1
500196182,2010-3-28, 01:41:37,1
228842167,2010-7-1, 07:49:40,0
228842167,2011-11-9, 13:22:36,0
500196182,2012-1-18, 07:37:00,1
228842167,2012-7-18, 16:03:37,1
500196182,2012-8-13, 13:20:10,1
921991189,2007-7-28, 07:30:32,0
669952766,2007-10-15, 11:24:15,1
921991189,2007-10-18, 09:30:45,0
751026459,2007-10-19, 13:58:42,0
963102658,2007-10-25, 21:53:06,1
921991189,2007-11-25, 19:43:25,1
751026459,2008-1-27, 17:34:11,1
751026459,2008-3-17, 20:48:13,1
751026459,2008-3-22, 14:05:17,1
921991189,2008-5-13, 02:45:27,1
963102658,2008-10-22, 01:54:01,0
751026459,2009-1-18, 08:26:49,1
963102658,2009-5-19, 21:23:54,0
669952766,2009-11-23, 20:19:45,1
669952766,2010-1-16, 20:23:54,0
921991189,2010-6-24, 11:37:46,1
963102658,2010-7-9, 04:16:52,0
921991189,2010-8-21, 10:15:41,1
669952766,2010-12-4, 20:05:35,0
669952766,2010-12-9, 06:17:05,0
921991189,2010-12-23, 14:49:45,0
921991189,2011-9-5, 03:06:24,0
751026459,2011-9-24, 15:47:49,0
963102658,2012-5-2, 06:53:10,0
669952766,2012-7-9, 01:53:19,0
669952766,2012-7-16, 03:16:48,1
669952766,2012-8-2, 20:43:03,1
942999049,2007-7-16, 12:27:55,1
781721212,2007-8-14, 20:45:35,0
540328465,2007-10-26, 23:02:07,0
468249675,2008-1-16, 11:29:32,0
781721212,2008-2-15, 22:20:56,1
942999049,2008-7-31, 13:16:29,0
468249675,2008-10-10, 09:41:44,0
781721212,2008-12-12, 00:51:15,0
468249675,2009-1-23, 02:11:48,1
942999049,2009-2-8, 02:46:21,1
540328465,2009-11-30, 10:31:02,1
540328465,2010-4-17, 12:46:42,0
468249675,2010-8-27, 02:40:45,1
781721212,2010-12-15, 23:33:45,0
942999049,2011-2-15, 19:25:18,0
942999049,2011-5-5, 15:02:43,1
540328465,2011-8-19, 12:49:58,0
540328465,2011-10-8, 11:12:31,1
468249675,2012-2-5, 08:07:37,0
942999049,2012-6-18, 03:16:16,0
781721212,2012-9-5, 22:44:39,0
395793229,2007-11-14, 04:18:27,0
598122757,2008-2-16, 19:41:13,0
395793229,2008-3-13, 23:39:30,0
395793229,2008-8-29, 10:26:44,0
246611131,2008-11-2, 20:33:18,0
690604515,2008-11-9, 04:53:10,0
690604515,2008-12-16, 23:46:06,0
598122757,2009-12-10, 01:56:43,1
690604515,2009-12-27, 07:37:58,0
246611131,2010-2-13, 20:11:01,1
598122757,2010-3-10, 04:31:41,0
690604515,2010-4-5, 06:59:07,0
395793229,2010-5-16, 05:25:49,0
690604515,2010-6-30, 20:22:42,0
690604515,2010-8-14, 16:34:17,1
246611131,2010-11-14, 18:47:06,1
395793229,2011-1-2, 07:44:29,1
598122757,2011-1-28, 21:29:57,0
690604515,2011-3-29, 20:23:40,1
690604515,2011-7-9, 22:20:37,0
246611131,2011-11-20, 22:54:06,1
395793229,2011-12-19, 22:30:55,0
246611131,2012-2-29, 06:38:11,0
598122757,2012-6-19, 03:12:15,0
716700496,2007-7-6, 18:15:25,1
716700496,2007-8-20, 20:34:24,0
175591702,2007-9-15, 01:39:11,1
988578192,2007-10-8, 16:39:32,0
175591702,2007-11-17, 01:48:06,1
716700496,2008-4-25, 23:23:15,1
716700496,2008-7-9, 04:16:52,0
82059775,2008-8-29, 02:09:01,0
988578192,2008-9-26, 23:17:20,1
716700496,2008-10-29, 13:40:34,1
82059775,2008-12-29, 04:38:31,1
988578192,2009-3-8, 00:34:48,0
988578192,2009-3-24, 02:16:16,0
716700496,2009-3-30, 17:37:19,0
82059775,2009-4-20, 14:33:09,0
716700496,2009-4-27, 15:33:26,0
988578192,2009-5-28, 00:23:40,0
988578192,2009-6-18, 13:33:22,0
82059775,2009-11-4, 03:12:38,1
716700496,2009-11-19, 04:31:45,0
175591702,2010-1-13, 06:01:18,0
716700496,2010-7-4, 07:07:36,0
988578192,2011-5-7, 16:48:50,0
175591702,2011-8-29, 21:39:49,1
175591702,2012-1-13, 21:06:50,1
988578192,2012-6-2, 18:05:46,1
728311171,2007-9-19, 05:18:41,0
149322228,2007-9-24, 01:35:08,1
149322228,2007-10-28, 12:41:36,1
709140187,2008-1-15, 13:43:22,0
709140187,2008-1-22, 17:59:31,1
