```,click_start_Date,click_start_Time,Click_EndDate,Click_EndTime,AdID,DisplayDate,DisplayTime,,,
200,2009-3-3,20:21:02,2009-3-3,20:21:15,635215269,2009-3-3,20:20:58,,,
497,2009-3-5,04:29:14,2009-3-5,04:29:14,313238929,2009-3-5,04:28:43,,,
490,2009-3-5,05:53:22,2009-3-5,05:54:13,346248436,2009-3-5,05:53:12,,,
250,2009-3-6,23:58:49,2009-3-6,23:59:03,538848730,2009-3-6,23:58:19,,,
448,2009-3-7,21:20:25,2009-3-7,21:20:46,709380995,2009-3-7,21:20:06,,,
176,2009-3-8,00:34:49,2009-3-8,00:34:53,988578192,2009-3-8,00:34:48,,,
460,2009-3-8,05:04:43,2009-3-8,05:04:44,462604504,2009-3-8,05:04:37,,,
413,2009-3-8,05:36:07,2009-3-8,05:36:13,980844757,2009-3-8,05:35:48,,,
428,2009-3-8,08:24:04,2009-3-8,08:24:29,378737768,2009-3-8,08:23:56,,,
429,2009-3-8,19:08:54,2009-3-8,19:09:18,294704549,2009-3-8,19:08:30,,,
314,2009-3-10,03:47:13,2009-3-10,03:47:42,760711182,2009-3-10,03:46:59,,,
491,2009-3-12,00:17:56,2009-3-12,00:18:23,59740381,2009-3-12,00:17:51,,,
425,2009-3-13,10:22:40,2009-3-13,10:22:59,95694612,2009-3-13,10:22:31,,,
420,2009-3-13,11:32:25,2009-3-13,11:32:46,343560920,2009-3-13,11:32:12,,,
491,2009-3-14,17:43:46,2009-3-14,17:44:04,102044232,2009-3-14,17:43:32,,,
499,2009-3-15,08:16:06,2009-3-15,08:16:24,274279596,2009-3-15,08:16:05,,,
418,2009-3-17,05:54:18,2009-3-17,05:54:30,645804531,2009-3-17,05:54:09,,,
481,2009-3-20,06:25:13,2009-3-20,06:25:26,672292431,2009-3-20,06:24:57,,,
47,2009-3-20,11:11:06,2009-3-20,11:11:26,188856256,2009-3-20,11:10:45,,,
294,2009-3-20,11:17:45,2009-3-20,11:17:53,759673584,2009-3-20,11:17:25,,,
441,2009-3-20,15:31:24,2009-3-20,15:32:02,388167560,2009-3-20,15:31:05,,,
421,2009-3-21,03:26:56,2009-3-21,03:27:11,565461597,2009-3-21,03:26:49,,,
494,2009-3-24,05:28:16,2009-3-24,05:28:42,902383085,2009-3-24,05:27:48,,,
351,2009-3-25,00:20:45,2009-3-25,00:21:19,876196409,2009-3-25,00:20:41,,,
414,2009-3-25,03:55:01,2009-3-25,03:55:31,752648657,2009-3-25,03:54:43,,,
25,2009-3-26,21:51:40,2009-3-26,21:51:48,64522193,2009-3-26,21:51:07,,,
440,2009-3-29,16:39:54,2009-3-29,16:40:26,781695978,2009-3-29,16:39:46,,,
206,2009-3-30,17:37:49,2009-3-30,17:38:14,716700496,2009-3-30,17:37:19,,,
499,2009-4-2,00:20:51,2009-4-2,00:21:12,643343066,2009-4-2,00:20:17,,,
374,2009-4-3,03:12:39,2009-4-3,03:13:28,318882619,2009-4-3,03:12:16,,,
414,2009-4-4,06:35:26,2009-4-4,06:35:30,682823194,2009-4-4,06:35:13,,,
481,2009-4-4,19:26:11,2009-4-4,19:26:41,949773282,2009-4-4,19:25:44,,,
419,2009-4-5,00:49:02,2009-4-5,00:50:02,363743428,2009-4-5,00:48:28,,,
494,2009-4-6,06:26:23,2009-4-6,06:26:45,439503049,2009-4-6,06:25:49,,,
484,2009-4-6,21:11:12,2009-4-6,21:11:18,407909346,2009-4-6,21:10:51,,,
169,2009-4-7,02:27:06,2009-4-7,02:27:53,71928786,2009-4-7,02:26:39,,,
455,2009-4-8,01:57:53,2009-4-8,01:58:01,900606861,2009-4-8,01:57:51,,,
471,2009-4-8,10:19:54,2009-4-8,10:19:54,504722514,2009-4-8,10:19:23,,,
483,2009-4-8,11:01:50,2009-4-8,11:02:11,365230759,2009-4-8,11:01:32,,,
492,2009-4-8,17:37:07,2009-4-8,17:37:09,736220732,2009-4-8,17:36:52,,,
493,2009-4-9,02:48:33,2009-4-9,02:48:50,245756394,2009-4-9,02:48:25,,,
471,2009-4-10,10:52:13,2009-4-10,10:52:25,955671600,2009-4-10,10:51:50,,,
219,2009-4-10,23:34:20,2009-4-10,23:34:35,844737783,2009-4-10,23:33:55,,,
344,2009-4-11,01:19:36,2009-4-11,01:19:50,257486418,2009-4-11,01:19:03,,,
485,2009-4-11,05:28:58,2009-4-11,05:29:13,752648657,2009-4-11,05:28:49,,,
430,2009-4-11,11:50:37,2009-4-11,11:51:04,388167560,2009-4-11,11:50:13,,,
327,2009-4-12,22:10:49,2009-4-12,22:11:01,733083757,2009-4-12,22:10:21,,,
322,2009-4-13,09:47:47,2009-4-13,09:47:49,243604544,2009-4-13,09:47:34,,,
368,2009-4-13,11:45:24,2009-4-13,11:45:30,848307909,2009-4-13,11:45:18,,,
454,2009-4-16,00:45:45,2009-4-16,00:46:01,674894707,2009-4-16,00:45:17,,,
449,2009-4-17,02:32:14,2009-4-17,02:33:13,970786556,2009-4-17,02:31:48,,,
483,2009-4-18,10:20:21,2009-4-18,10:20:44,741578443,2009-4-18,10:20:17,,,
493,2009-4-18,13:26:47,2009-4-18,13:27:15,346248436,2009-4-18,13:26:37,,,
475,2009-4-18,20:14:24,2009-4-18,20:14:32,205384830,2009-4-18,20:14:02,,,
444,2009-4-19,04:26:06,2009-4-19,04:26:18,975477771,2009-4-19,04:25:31,,,
499,2009-4-19,05:44:51,2009-4-19,05:45:01,796272058,2009-4-19,05:44:41,,,
493,2009-4-20,14:25:40,2009-4-20,14:25:46,708709584,2009-4-20,14:25:18,,,
415,2009-4-20,14:33:28,2009-4-20,14:33:43,82059775,2009-4-20,14:33:09,,,
494,2009-4-21,05:20:03,2009-4-21,05:20:24,166726397,2009-4-21,05:19:53,,,
432,2009-4-21,14:01:23,2009-4-21,14:01:52,936626245,2009-4-21,14:00:59,,,
192,2009-4-22,20:13:38,2009-4-22,20:14:06,927929508,2009-4-22,20:13:18,,,
422,2009-4-23,03:30:07,2009-4-23,03:30:44,784258005,2009-4-23,03:30:02,,,
483,2009-4-23,03:49:11,2009-4-23,03:49:16,138539164,2009-4-23,03:49:06,,,
434,2009-4-23,11:32:23,2009-4-23,11:33:12,774951427,2009-4-23,11:32:02,,,
307,2009-4-24,10:00:35,2009-4-24,10:01:09,941404633,2009-4-24,10:00:06,,,
436,2009-4-25,06:37:42,2009-4-25,06:37:43,503547027,2009-4-25,06:37:21,,,
115,2009-4-25,18:32:11,2009-4-25,18:32:39,107544776,2009-4-25,18:31:44,,,
489,2009-4-27,01:55:55,2009-4-27,01:56:30,991669711,2009-4-27,01:55:48,,,
442,2009-4-27,15:33:46,2009-4-27,15:34:43,716700496,2009-4-27,15:33:26,,,
460,2009-4-28,06:45:37,2009-4-28,06:45:39,254110123,2009-4-28,06:45:14,,,
454,2009-4-28,12:19:45,2009-4-28,12:19:54,331940828,2009-4-28,12:19:15,,,
73,2009-4-29,08:08:50,2009-4-29,08:08:51,658868754,2009-4-29,08:08:35,,,
486,2009-4-29,17:15:13,2009-4-29,17:15:39,961848254,2009-4-29,17:14:47,,,
274,2009-4-29,22:43:59,2009-4-29,22:44:19,946260883,2009-4-29,22:43:50,,,
5,2009-4-30,09:42:22,2009-4-30,09:43:08,224787978,2009-4-30,09:41:54,,,
493,2009-5-3,09:03:19,2009-5-3,09:03:19,441857919,2009-5-3,09:02:53,,,
340,2009-5-3,12:15:22,2009-5-3,12:15:47,117729356,2009-5-3,12:15:21,,,
471,2009-5-3,17:27:51,2009-5-3,17:28:03,982273665,2009-5-3,17:27:26,,,
492,2009-5-4,09:04:12,2009-5-4,09:04:38,256982210,2009-5-4,09:04:07,,,
415,2009-5-4,10:09:12,2009-5-4,10:09:14,817626642,2009-5-4,10:08:58,,,
418,2009-5-4,21:14:57,2009-5-4,21:14:59,90995248,2009-5-4,21:14:35,,,
487,2009-5-5,01:29:37,2009-5-5,01:29:42,175294458,2009-5-5,01:29:04,,,
487,2009-5-6,08:43:32,2009-5-6,08:44:23,894297868,2009-5-6,08:43:31,,,
101,2009-5-7,05:20:14,2009-5-7,05:20:15,249020964,2009-5-7,05:20:04,,,
408,2009-5-8,12:29:07,2009-5-8,12:29:56,759673584,2009-5-8,12:28:54,,,
488,2009-5-9,15:56:17,2009-5-9,15:56:22,709380995,2009-5-9,15:55:53,,,
464,2009-5-11,17:25:20,2009-5-11,17:25:39,658121126,2009-5-11,17:25:05,,,
418,2009-5-13,19:13:59,2009-5-13,19:14:08,461519247,2009-5-13,19:13:27,,,
453,2009-5-14,00:39:36,2009-5-14,00:40:03,71928786,2009-5-14,00:39:18,,,
171,2009-5-15,20:41:15,2009-5-15,20:41:24,476442702,2009-5-15,20:40:44,,,
168,2009-5-17,07:31:46,2009-5-17,07:32:06,341242768,2009-5-17,07:31:23,,,
427,2009-5-18,22:32:49,2009-5-18,22:32:57,439503049,2009-5-18,22:32:31,,,
496,2009-5-19,21:24:09,2009-5-19,21:24:28,963102658,2009-5-19,21:23:54,,,
453,2009-5-20,18:04:11,2009-5-20,18:04:11,353558541,2009-5-20,18:04:10,,,
487,2009-5-20,22:41:01,2009-5-20,22:41:55,91964030,2009-5-20,22:40:31,,,
487,2009-5-21,02:48:26,2009-5-21,02:48:37,161095929,2009-5-21,02:48:09,,,
483,2009-5-21,20:32:14,2009-5-21,20:32:20,937624950,2009-5-21,20:31:50,,,
474,2009-5-22,06:00:48,2009-5-22,06:01:25,187652627,2009-5-22,06:00:22,,,
415,2009-5-22,14:33:27,2009-5-22,14:33:28,461519247,2009-5-22,14:33:23,,,
450,2009-5-22,19:14:31,2009-5-22,19:14:49,78969408,2009-5-22,19:13:56,,,
457,2009-5-23,08:12:42,2009-5-23,08:13:01,769723295,2009-5-23,08:12:30,,,
448,2009-5-25,17:59:22,2009-5-25,17:59:40,109336995,2009-5-25,17:59:01,,,
52,2009-5-26,01:24:31,2009-5-26,01:24:55,310532946,2009-5-26,01:24:08,,,
490,2009-5-27,00:09:51,2009-5-27,00:10:28,940604018,2009-5-27,00:09:17,,,
210,2009-5-27,20:25:46,2009-5-27,20:25:59,205384830,2009-5-27,20:25:19,,,
407,2009-5-28,08:47:42,2009-5-28,08:48:08,940561927,2009-5-28,08:47:11,,,
366,2009-5-28,13:05:28,2009-5-28,13:05:55,743937636,2009-5-28,13:04:57,,,
490,2009-5-29,07:10:48,2009-5-29,07:11:23,936919846,2009-5-29,07:10:38,,,
481,2009-5-30,20:40:38,2009-5-30,20:41:09,476442702,2009-5-30,20:40:37,,,
491,2009-5-31,02:09:15,2009-5-31,02:09:36,90995248,2009-5-31,02:08:44,,,
438,2009-6-1,22:13:37,2009-6-1,22:13:43,62172527,2009-6-1,22:13:37,,,
490,2009-6-2,18:52:58,2009-6-2,18:53:12,715096459,2009-6-2,18:52:51,,,
482,2009-6-3,08:24:44,2009-6-3,08:25:07,545851085,2009-6-3,08:24:11,,,
54,2009-6-3,20:11:41,2009-6-3,20:12:10,849866835,2009-6-3,20:11:24,,,
421,2009-6-6,11:39:08,2009-6-6,11:39:20,315004189,2009-6-6,11:39:07,,,
493,2009-6-6,22:18:57,2009-6-6,22:19:27,461519247,2009-6-6,22:18:47,,,
417,2009-6-7,00:01:42,2009-6-7,00:01:56,51364782,2009-6-7,00:01:38,,,
281,2009-6-7,08:53:46,2009-6-7,08:54:39,88620503,2009-6-7,08:53:40,,,
227,2009-6-8,09:41:00,2009-6-8,09:41:54,330285214,2009-6-8,09:40:52,,,
469,2009-6-8,15:29:51,2009-6-8,15:30:16,473139322,2009-6-8,15:29:25,,,
223,2009-6-9,20:44:59,2009-6-9,20:45:54,346248436,2009-6-9,20:44:25,,,
430,2009-6-10,15:50:10,2009-6-10,15:50:28,571345793,2009-6-10,15:49:45,,,
398,2009-6-11,14:29:58,2009-6-11,14:30:05,936919846,2009-6-11,14:29:55,,,
500,2009-6-11,20:29:27,2009-6-11,20:29:51,448726493,2009-6-11,20:29:13,,,
471,2009-6-13,06:12:33,2009-6-13,06:12:48,10300293,2009-6-13,06:12:10,,,
499,2009-6-13,07:24:26,2009-6-13,07:24:44,10758917,2009-6-13,07:24:12,,,
447,2009-6-13,11:17:51,2009-6-13,11:18:27,825292028,2009-6-13,11:17:49,,,
455,2009-6-13,11:40:12,2009-6-13,11:40:35,277666067,2009-6-13,11:39:58,,,
354,2009-6-14,03:24:26,2009-6-14,03:24:53,352016124,2009-6-14,03:24:24,,,
443,2009-6-15,19:47:07,2009-6-15,19:47:15,319272134,2009-6-15,19:46:58,,,
468,2009-6-17,13:26:34,2009-6-17,13:27:24,37536740,2009-6-17,13:26:23,,,
440,2009-6-17,17:04:44,2009-6-17,17:05:40,494036738,2009-6-17,17:04:42,,,
109,2009-6-18,06:27:56,2009-6-18,06:28:21,900606861,2009-6-18,06:27:28,,,
441,2009-6-18,16:55:40,2009-6-18,16:56:01,461881513,2009-6-18,16:55:25,,,
492,2009-6-18,22:56:18,2009-6-18,22:56:23,396962320,2009-6-18,22:56:03,,,
470,2009-6-19,11:31:56,2009-6-19,11:32:16,172046868,2009-6-19,11:31:26,,,
401,2009-6-19,18:44:12,2009-6-19,18:44:21,175294458,2009-6-19,18:44:09,,,
495,2009-6-22,10:28:31,2009-6-22,10:28:47,443848750,2009-6-22,10:28:24,,,
421,2009-6-22,15:52:14,2009-6-22,15:52:53,709380995,2009-6-22,15:52:07,,,
433,2009-6-23,07:24:33,2009-6-23,07:25:02,63413648,2009-6-23,07:24:21,,,
427,2009-6-25,20:44:24,2009-6-25,20:44:42,268504394,2009-6-25,20:43:56,,,
27,2009-6-26,06:20:12,2009-6-26,06:20:15,324845168,2009-6-26,06:19:53,,,
244,2009-6-27,03:45:39,2009-6-27,03:46:16,449368633,2009-6-27,03:45:20,,,
462,2009-6-27,10:58:40,2009-6-27,10:59:01,912488921,2009-6-27,10:58:15,,,
413,2009-6-27,15:14:23,2009-6-27,15:14:41,697492015,2009-6-27,15:14:04,,,
440,2009-6-28,08:33:54,2009-6-28,08:34:12,29759227,2009-6-28,08:33:25,,,
470,2009-6-29,11:14:25,2009-6-29,11:14:26,207981565,2009-6-29,11:14:06,,,
440,2009-6-29,23:16:37,2009-6-29,23:16:45,224787978,2009-6-29,23:16:29,,,
203,2009-6-30,08:07:49,2009-6-30,08:08:18,245756394,2009-6-30,08:07:26,,,
414,2009-7-3,02:14:01,2009-7-3,02:14:39,117729356,2009-7-3,02:13:55,,,
482,2009-7-3,06:35:22,2009-7-3,06:35:40,65871264,2009-7-3,06:34:59,,,
428,2009-7-3,13:00:58,2009-7-3,13:01:05,100776759,2009-7-3,13:00:46,,,
482,2009-7-4,00:27:28,2009-7-4,00:27:56,874717834,2009-7-4,00:26:54,,,
407,2009-7-4,03:39:02,2009-7-4,03:39:55,729430770,2009-7-4,03:38:38,,,
426,2009-7-5,03:56:39,2009-7-5,03:57:25,894297868,2009-7-5,03:56:16,,,
500,2009-7-5,09:41:05,2009-7-5,09:41:32,410062486,2009-7-5,09:40:51,,,
442,2009-7-7,01:46:05,2009-7-7,01:46:06,718722378,2009-7-7,01:45:43,,,
435,2009-7-9,04:13:11,2009-7-9,04:13:13,49081121,2009-7-9,04:13:11,,,
492,2009-7-10,03:00:09,2009-7-10,03:00:31,855951703,2009-7-10,02:59:48,,,
496,2009-7-10,08:06:24,2009-7-10,08:06:50,993487538,2009-7-10,08:06:23,,,
492,2009-7-10,15:38:01,2009-7-10,15:38:13,575007037,2009-7-10,15:37:50,,,
492,2009-7-12,19:46:21,2009-7-12,19:46:37,868602503,2009-7-12,19:45:49,,,
322,2009-7-12,21:42:10,2009-7-12,21:43:04,71928786,2009-7-12,21:41:44,,,
490,2009-7-13,10:34:45,2009-7-13,10:35:22,64840406,2009-7-13,10:34:37,,,
412,2009-7-14,08:42:12,2009-7-14,08:42:37,214498657,2009-7-14,08:41:44,,,
442,2009-7-15,14:10:29,2009-7-15,14:10:48,902383085,2009-7-15,14:10:11,,,
435,2009-7-16,19:05:00,2009-7-16,19:05:16,285832675,2009-7-16,19:04:51,,,
439,2009-7-17,07:45:03,2009-7-17,07:45:23,144064885,2009-7-17,07:45:00,,,
476,2009-7-18,13:10:12,2009-7-18,13:10:29,579187689,2009-7-18,13:10:05,,,
482,2009-7-19,04:22:34,2009-7-19,04:22:42,733811507,2009-7-19,04:22:01,,,
427,2009-7-20,00:59:18,2009-7-20,00:59:32,32541119,2009-7-20,00:58:45,,,
424,2009-7-20,17:43:33,2009-7-20,17:43:48,418354002,2009-7-20,17:43:27,,,
429,2009-7-21,08:39:15,2009-7-21,08:39:25,243944393,2009-7-21,08:38:54,,,
18,2009-7-21,14:09:56,2009-7-21,14:10:09,38462410,2009-7-21,14:09:45,,,
402,2009-7-21,16:18:07,2009-7-21,16:18:24,81345445,2009-7-21,16:17:33,,,
430,2009-7-22,03:34:37,2009-7-22,03:34:52,89977840,2009-7-22,03:34:18,,,
294,2009-7-22,16:11:12,2009-7-22,16:11:32,55992088,2009-7-22,16:11:09,,,
470,2009-7-23,22:48:15,2009-7-23,22:48:26,63413648,2009-7-23,22:47:44,,,
498,2009-7-24,13:12:22,2009-7-24,13:12:39,205384830,2009-7-24,13:12:00,,,
414,2009-7-24,13:33:09,2009-7-24,13:33:37,836740574,2009-7-24,13:32:46,,,
449,2009-7-24,22:19:28,2009-7-24,22:20:04,209520711,2009-7-24,22:19:06,,,
482,2009-7-26,12:09:48,2009-7-26,12:09:50,190653849,2009-7-26,12:09:32,,,
159,2009-7-27,05:29:55,2009-7-27,05:30:10,591071788,2009-7-27,05:29:26,,,
493,2009-7-27,14:28:05,2009-7-27,14:28:20,760173167,2009-7-27,14:27:47,,,
432,2009-7-27,16:10:17,2009-7-27,16:10:55,642188290,2009-7-27,16:10:02,,,
437,2009-7-31,08:38:49,2009-7-31,08:38:56,297594192,2009-7-31,08:38:40,,,
474,2009-7-31,12:13:27,2009-7-31,12:13:50,930463260,2009-7-31,12:13:23,,,
435,2009-8-3,11:53:05,2009-8-3,11:53:05,199035533,2009-8-3,11:53:01,,,
400,2009-8-5,03:34:12,2009-8-5,03:34:40,733083757,2009-8-5,03:33:57,,,
415,2009-8-5,19:34:48,2009-8-5,19:34:53,497823280,2009-8-5,19:34:43,,,
418,2009-8-8,08:01:26,2009-8-8,08:01:38,60912883,2009-8-8,08:01:20,,,
436,2009-8-9,04:53:19,2009-8-9,04:53:42,381332265,2009-8-9,04:52:44,,,
494,2009-8-9,10:04:31,2009-8-9,10:04:34,868602503,2009-8-9,10:04:27,,,
415,2009-8-12,01:47:09,2009-8-12,01:47:29,527447594,2009-8-12,01:46:38,,,
429,2009-8-12,07:12:51,2009-8-12,07:13:17,22960951,2009-8-12,07:12:45,,,
56,2009-8-12,07:35:54,2009-8-12,07:36:21,649756569,2009-8-12,07:35:23,,,
377,2009-8-13,10:35:44,2009-8-13,10:36:25,845803536,2009-8-13,10:35:18,,,
498,2009-8-14,00:44:22,2009-8-14,00:44:34,760711182,2009-8-14,00:44:15,,,
5,2009-8-15,04:39:27,2009-8-15,04:39:44,276727400,2009-8-15,04:39:01,,,
113,2009-8-15,05:24:56,2009-8-15,05:25:03,562113148,2009-8-15,05:24:34,,,
460,2009-8-15,17:01:24,2009-8-15,17:01:35,722735509,2009-8-15,17:01:12,,,
64,2009-8-17,08:40:19,2009-8-17,08:40:49,741386846,2009-8-17,08:40:02,,,
431,2009-8-17,11:56:14,2009-8-17,11:56:19,999185109,2009-8-17,11:56:13,,,
175,2009-8-18,05:47:43,2009-8-18,05:47:57,915586379,2009-8-18,05:47:32,,,
332,2009-8-19,01:54:20,2009-8-19,01:54:34,521988878,2009-8-19,01:54:00,,,
414,2009-8-19,05:03:20,2009-8-19,05:03:23,875550264,2009-8-19,05:02:48,,,
485,2009-8-21,07:00:14,2009-8-21,07:00:27,591369931,2009-8-21,06:59:46,,,
467,2009-8-21,16:40:48,2009-8-21,16:40:58,887743276,2009-8-21,16:40:42,,,
378,2009-8-22,00:24:52,2009-8-22,00:25:12,161090885,2009-8-22,00:24:49,,,
489,2009-8-25,06:35:57,2009-8-25,06:36:17,645254494,2009-8-25,06:35:26,,,
441,2009-8-25,20:18:45,2009-8-25,20:19:09,874717834,2009-8-25,20:18:16,,,
290,2009-8-25,21:09:49,2009-8-25,21:10:19,825292028,2009-8-25,21:09:18,,,
435,2009-8-26,01:35:17,2009-8-26,01:35:39,977575373,2009-8-26,01:34:45,,,
480,2009-8-27,08:30:18,2009-8-27,08:30:30,657557396,2009-8-27,08:30:05,,,
480,2009-8-28,13:16:52,2009-8-28,13:17:02,805911404,2009-8-28,13:16:25,,,
421,2009-8-29,02:19:28,2009-8-29,02:20:07,812625339,2009-8-29,02:19:28,,,
477,2009-8-31,03:36:42,2009-8-31,03:36:54,318882619,2009-8-31,03:36:21,,,
421,2009-9-1,13:58:46,2009-9-1,13:59:08,427650848,2009-9-1,13:58:13,,,
474,2009-9-1,23:48:24,2009-9-1,23:48:48,313238929,2009-9-1,23:47:51,,,
376,2009-9-3,07:45:28,2009-9-3,07:45:47,381332265,2009-9-3,07:45:13,,,
298,2009-9-4,13:01:29,2009-9-4,13:01:35,329384636,2009-9-4,13:00:58,,,
473,2009-9-4,16:54:22,2009-9-4,16:54:23,449368633,2009-9-4,16:54:03,,,
480,2009-9-5,11:14:57,2009-9-5,11:14:59,979401844,2009-9-5,11:14:49,,,
92,2009-9-5,22:16:31,2009-9-5,22:16:39,275661793,2009-9-5,22:15:57,,,
492,2009-9-7,12:22:49,2009-9-7,12:23:00,414489060,2009-9-7,12:22:42,,,
454,2009-9-7,14:58:25,2009-9-7,14:58:40,494036738,2009-9-7,14:58:07,,,
365,2009-9-10,23:46:24,2009-9-10,23:46:41,388167560,2009-9-10,23:46:21,,,
324,2009-9-11,03:38:58,2009-9-11,03:39:06,250883241,2009-9-11,03:38:33,,,
414,2009-9-11,05:11:06,2009-9-11,05:11:41,534561367,2009-9-11,05:11:04,,,
466,2009-9-11,08:53:40,2009-9-11,08:53:43,488470765,2009-9-11,08:53:12,,,
475,2009-9-13,03:39:15,2009-9-13,03:39:20,587772229,2009-9-13,03:39:10,,,
497,2009-9-15,04:20:59,2009-9-15,04:21:09,888129023,2009-9-15,04:20:34,,,
444,2009-9-15,19:12:25,2009-9-15,19:12:30,902828529,2009-9-15,19:12:24,,,
474,2009-9-15,19:28:48,2009-9-15,19:28:57,63413648,2009-9-15,19:28:28,,,
448,2009-9-16,17:52:45,2009-9-16,17:53:08,339957165,2009-9-16,17:52:29,,,
81,2009-9-16,22:40:40,2009-9-16,22:40:53,886021472,2009-9-16,22:40:20,,,
432,2009-9-16,23:07:56,2009-9-16,23:08:06,759341656,2009-9-16,23:07:37,,,
430,2009-9-17,13:08:50,2009-9-17,13:08:53,769723295,2009-9-17,13:08:15,,,
313,2009-9-19,11:11:34,2009-9-19,11:12:11,901446233,2009-9-19,11:11:00,,,
461,2009-9-20,10:37:35,2009-9-20,10:38:03,837883106,2009-9-20,10:37:12,,,
235,2009-9-21,01:47:44,2009-9-21,01:48:03,445284595,2009-9-21,01:47:18,,,
490,2009-9-21,08:57:09,2009-9-21,08:57:18,13546826,2009-9-21,08:56:49,,,
485,2009-9-23,13:46:08,2009-9-23,13:46:12,658121126,2009-9-23,13:45:59,,,
342,2009-9-24,10:08:29,2009-9-24,10:08:38,896998598,2009-9-24,10:08:27,,,
452,2009-9-24,20:04:30,2009-9-24,20:05:02,370850529,2009-9-24,20:04:06,,,
419,2009-9-26,02:08:17,2009-9-26,02:08:26,370850529,2009-9-26,02:07:59,,,
261,2009-9-26,19:18:24,2009-9-26,19:18:34,896998598,2009-9-26,19:18:22,,,
493,2009-9-28,00:24:43,2009-9-28,00:24:45,377127646,2009-9-28,00:24:40,,,
420,2009-9-30,10:36:00,2009-9-30,10:36:29,598109790,2009-9-30,10:35:33,,,
324,2009-10-1,06:16:37,2009-10-1,06:16:40,476442702,2009-10-1,06:16:04,,,
436,2009-10-2,01:30:38,2009-10-2,01:30:49,955671600,2009-10-2,01:30:29,,,
252,2009-10-4,11:28:22,2009-10-4,11:29:21,476442702,2009-10-4,11:27:49,,,
320,2009-10-6,02:09:23,2009-10-6,02:09:57,161484951,2009-10-6,02:09:09,,,
488,2009-10-6,06:54:19,2009-10-6,06:54:35,144064885,2009-10-6,06:54:08,,,
452,2009-10-7,02:48:53,2009-10-7,02:49:28,346248436,2009-10-7,02:48:24,,,
495,2009-10-7,17:43:55,2009-10-7,17:43:56,170240709,2009-10-7,17:43:48,,,
495,2009-10-7,18:40:49,2009-10-7,18:41:12,263326727,2009-10-7,18:40:24,,,
163,2009-10-8,11:07:51,2009-10-8,11:08:13,615297219,2009-10-8,11:07:36,,,
475,2009-10-8,16:17:04,2009-10-8,16:17:09,78589890,2009-10-8,16:16:31,,,
479,2009-10-12,01:19:27,2009-10-12,01:19:44,646187283,2009-10-12,01:18:58,,,
290,2009-10-12,11:03:52,2009-10-12,11:04:19,378737768,2009-10-12,11:03:20,,,
349,2009-10-13,06:39:04,2009-10-13,06:39:07,975477771,2009-10-13,06:38:30,,,
257,2009-10-15,12:19:51,2009-10-15,12:20:11,813225820,2009-10-15,12:19:16,,,
90,2009-10-15,23:11:48,2009-10-15,23:12:32,497924076,2009-10-15,23:11:24,,,
489,2009-10-16,04:59:16,2009-10-16,04:59:26,63413648,2009-10-16,04:58:52,,,
147,2009-10-17,04:56:23,2009-10-17,04:56:25,196832652,2009-10-17,04:56:02,,,
484,2009-10-17,16:55:33,2009-10-17,16:55:59,436868349,2009-10-17,16:55:22,,,
270,2009-10-18,09:10:39,2009-10-18,09:10:43,876196409,2009-10-18,09:10:14,,,
485,2009-10-18,16:39:46,2009-10-18,16:39:49,371367041,2009-10-18,16:39:23,,,
419,2009-10-18,18:27:52,2009-10-18,18:28:30,971435080,2009-10-18,18:27:47,,,
418,2009-10-19,16:53:14,2009-10-19,16:53:33,959442615,2009-10-19,16:53:10,,,
45,2009-10-20,04:49:50,2009-10-20,04:50:29,278070103,2009-10-20,04:49:47,,,
370,2009-10-20,12:19:01,2009-10-20,12:19:25,794469413,2009-10-20,12:18:59,,,
403,2009-10-21,16:50:04,2009-10-21,16:50:22,22910993,2009-10-21,16:49:31,,,
397,2009-10-22,01:41:49,2009-10-22,01:42:07,449368633,2009-10-22,01:41:40,,,
46,2009-10-23,22:41:45,2009-10-23,22:41:59,286911308,2009-10-23,22:41:30,,,
421,2009-10-25,05:28:31,2009-10-25,05:28:50,29759227,2009-10-25,05:27:59,,,
490,2009-10-25,12:01:08,2009-10-25,12:01:55,891308596,2009-10-25,12:00:59,,,
477,2009-10-25,14:37:38,2009-10-25,14:37:50,726969374,2009-10-25,14:37:14,,,
433,2009-10-25,20:36:13,2009-10-25,20:36:55,890447896,2009-10-25,20:35:50,,,
356,2009-10-27,18:29:06,2009-10-27,18:29:32,709140187,2009-10-27,18:28:41,,,
110,2009-10-29,18:15:35,2009-10-29,18:15:40,167761724,2009-10-29,18:15:11,,,
130,2009-10-31,02:03:07,2009-10-31,02:03:30,814363950,2009-10-31,02:03:05,,,
400,2009-10-31,05:12:37,2009-10-31,05:12:49,345521968,2009-10-31,05:12:05,,,
213,2009-10-31,07:36:12,2009-10-31,07:36:35,331940828,2009-10-31,07:36:09,,,
361,2009-11-1,06:48:35,2009-11-1,06:49:04,30495299,2009-11-1,06:48:07,,,
273,2009-11-1,11:05:18,2009-11-1,11:05:20,708709584,2009-11-1,11:04:46,,,
68,2009-11-1,18:00:25,2009-11-1,18:00:52,448726493,2009-11-1,18:00:18,,,
496,2009-11-2,14:21:43,2009-11-2,14:21:50,741386846,2009-11-2,14:21:35,,,
28,2009-11-3,04:20:34,2009-11-3,04:20:46,534561367,2009-11-3,04:20:26,,,
